id,student_id,title,description,domain_tags
498,251,Placement Analytics Dashboard,Sit nesciunt odio voluptatum porro veniam quasi impedit cum magni laborum itaque voluptas.,Web
499,251,IoT Smart Campus,Sint blanditiis distinctio labore quia velit fuga veritatis nobis illum blanditiis nemo aliquam corrupti fuga.,Data Engineering
500,251,Chatbot Assistant,Esse laborum ratione consequuntur nihil aliquid tempora suscipit dolor reprehenderit laborum commodi.,AI/ML
501,252,Attendance Tracker,Architecto aliquid laboriosam est iste excepturi fugiat rerum rerum consequatur consequuntur odio.,Cloud
502,252,Attendance Tracker,Pariatur corrupti quas at numquam numquam harum tempore excepturi aliquid perferendis ipsam eius at.,Cloud
503,253,Weather Prediction Model,Provident nemo recusandae provident natus commodi nam deserunt nulla.,Data Engineering
504,253,Attendance Tracker,Quidem vero maxime quibusdam magnam accusantium omnis minus vitae eius dignissimos rerum saepe neque assumenda.,AI/ML
505,253,AI Resume Screener,Non illo aliquid similique ad ipsa impedit similique et ducimus beatae aut cumque corporis ducimus.,Web
506,254,Campus Event App,Culpa veritatis perspiciatis animi vero delectus quae error.,Mobile
507,254,Weather Prediction Model,Eum impedit eveniet fugiat repudiandae commodi dicta quibusdam.,AI/ML
508,255,Placement Analytics Dashboard,Dolores magni magnam veniam earum et mollitia aperiam adipisci odio totam accusantium mollitia nesciunt aut quis.,Mobile
509,255,Attendance Tracker,Esse illum assumenda odio dignissimos voluptas fuga voluptates quos.,Data Engineering
510,255,Attendance Tracker,Veritatis vero nam aliquam repellat vero nulla officiis cumque animi ullam earum dolorum perspiciatis voluptatum.,Data Engineering
511,256,E-commerce Recommender,Distinctio sapiente eligendi cum modi architecto at praesentium rerum quam voluptatum soluta distinctio magnam reiciendis sunt.,IoT
512,257,Chatbot Assistant,Odio voluptatem provident earum optio eum distinctio vero eveniet totam consequatur ullam.,Cloud
513,257,AI Resume Screener,Labore temporibus perferendis impedit tempora provident quis modi ratione officiis aspernatur adipisci rerum perferendis perferendis explicabo.,AI/ML
514,257,Weather Prediction Model,Repudiandae facere debitis quisquam possimus ab iure vel ipsam dolore accusantium eligendi.,Web
515,258,Library Management Portal,Deleniti repellendus numquam repellat dolore voluptatem voluptas alias laudantium provident non ab.,Cloud
516,258,IoT Smart Campus,Beatae eius magnam cupiditate deserunt qui perferendis nobis cupiditate nihil quia consectetur ut.,AI/ML
517,259,E-commerce Recommender,Sunt quas earum sed ad voluptas perspiciatis nostrum perspiciatis sunt.,Web
518,259,Fraud Detection System,Vel odit velit amet vel inventore voluptatum.,AI/ML
519,259,Weather Prediction Model,Commodi maxime libero maxime aliquam quam aliquid ullam minus et hic.,Mobile
520,260,Campus Event App,Aspernatur nemo ad qui voluptatem incidunt asperiores dolorum cum est numquam atque.,IoT
521,260,Campus Event App,Inventore ad reiciendis vel saepe doloribus labore vero rerum reprehenderit maxime dolores asperiores nobis.,Mobile
522,260,Chatbot Assistant,Quisquam numquam neque assumenda aperiam alias et sed aperiam consectetur ullam ipsam error.,IoT
523,261,AI Resume Screener,Inventore aut animi amet sed illo nulla illum sint ratione numquam iste iure incidunt nulla aut.,Data Engineering
524,261,Placement Analytics Dashboard,Iste eveniet deserunt aut nisi architecto ratione.,Mobile
525,261,Fraud Detection System,Temporibus commodi magni explicabo laboriosam nulla delectus consequuntur aliquid consectetur.,Cloud
526,262,IoT Smart Campus,Ipsa vero quidem est suscipit quod corporis est exercitationem fuga ab nesciunt perspiciatis animi magni saepe.,Data Engineering
527,262,Attendance Tracker,In deserunt dicta tenetur quos exercitationem pariatur.,IoT
528,263,Placement Analytics Dashboard,Nobis ex neque vitae nulla in cum iste ratione aliquam dolor a dolore dolorem.,Cloud
529,263,Placement Analytics Dashboard,Distinctio laboriosam quisquam repellendus rem fugiat id repudiandae ab ab facere mollitia consequuntur ipsam occaecati totam.,Web
530,263,AI Resume Screener,Aliquam adipisci dicta cupiditate suscipit quaerat excepturi mollitia debitis accusantium sapiente tenetur.,Cloud
531,264,Weather Prediction Model,Rerum consequatur omnis suscipit excepturi distinctio itaque.,Web
532,264,Fraud Detection System,Repellat optio velit voluptate voluptatum sunt soluta aperiam corporis unde recusandae deleniti.,Web
533,265,Campus Event App,Possimus et inventore odio ullam quis nesciunt sequi eos corrupti doloribus occaecati.,AI/ML
534,266,E-commerce Recommender,Sit sed voluptas suscipit distinctio aspernatur iusto optio aperiam magni quibusdam.,Data Engineering
535,266,Campus Event App,Fugiat maxime debitis quae minima laboriosam veritatis labore neque odit ratione officiis dignissimos tempora iste.,Web
536,267,Placement Analytics Dashboard,Id esse suscipit necessitatibus vel fugiat mollitia consequatur assumenda ipsam.,Web
537,267,Fraud Detection System,Dolorem aliquam maiores excepturi iste inventore facilis libero earum ad ipsam eaque.,Web
538,268,Chatbot Assistant,Facere assumenda sapiente maiores officia ratione unde atque.,IoT
539,268,E-commerce Recommender,Facere molestias ex perferendis dolorum quia quisquam sapiente.,Web
540,269,Placement Analytics Dashboard,Provident voluptatum voluptatum quibusdam qui totam ab error reprehenderit quos.,IoT
541,269,Weather Prediction Model,Veniam reprehenderit quidem accusamus omnis voluptatibus veritatis sint dolorem quam distinctio doloremque nesciunt.,Cloud
542,270,Placement Analytics Dashboard,Quidem quam itaque recusandae est deleniti quo praesentium distinctio ipsum nam fugiat neque consectetur velit.,Mobile
543,270,Chatbot Assistant,Libero omnis explicabo dolorem incidunt quibusdam quis.,Web
544,270,Attendance Tracker,Error nesciunt necessitatibus adipisci consequuntur voluptate voluptatibus necessitatibus reiciendis totam nemo hic fugit veniam aperiam.,Mobile
545,271,Placement Analytics Dashboard,Deleniti autem necessitatibus iste tempora at aut mollitia adipisci porro laborum delectus architecto.,Cloud
546,272,Attendance Tracker,Eligendi doloremque optio architecto animi maxime cupiditate similique illum culpa beatae modi laboriosam.,Web
547,272,Weather Prediction Model,Harum temporibus dignissimos sit est repellendus optio culpa.,Cloud
548,272,Chatbot Assistant,Vel nesciunt magnam placeat eius ab consequuntur aperiam id rem minima tenetur sunt itaque nemo.,Cloud
549,273,Placement Analytics Dashboard,Enim sunt itaque praesentium quae error nostrum repellat.,Data Engineering
550,274,AI Resume Screener,Impedit debitis nulla inventore harum omnis praesentium atque praesentium.,Data Engineering
551,275,Campus Event App,Dolores sit earum occaecati eos totam praesentium.,AI/ML
552,276,AI Resume Screener,Tenetur illum quis commodi fuga quidem magnam quod illum cumque.,Web
553,277,IoT Smart Campus,Magni iure asperiores possimus quibusdam fugit quia sequi id ab.,Cloud
554,278,IoT Smart Campus,Quae consequatur pariatur iure itaque assumenda omnis quae.,Web
555,279,Library Management Portal,Consequuntur reprehenderit sapiente cupiditate accusantium aut eos modi hic aspernatur quis perspiciatis corrupti.,Data Engineering
556,280,Attendance Tracker,Debitis quaerat tempora minus ipsam aliquid odio minima optio optio aut porro.,Web
557,280,Weather Prediction Model,Amet a quo quisquam ut fugiat dolores at in voluptatibus excepturi deleniti pariatur.,Web
558,281,Attendance Tracker,Vero atque saepe optio quam aliquid maiores repellendus eum occaecati.,Cloud
559,282,Fraud Detection System,Dignissimos molestiae vel blanditiis distinctio explicabo cupiditate illo et harum itaque architecto repellendus officiis fuga architecto.,Mobile
560,282,Attendance Tracker,Illum quisquam libero voluptatibus quae recusandae ullam necessitatibus dolorum atque.,Data Engineering
561,283,AI Resume Screener,Voluptatem possimus perspiciatis voluptas possimus ex odio sunt et sed laboriosam ex.,Data Engineering
562,283,Weather Prediction Model,Totam ipsum maiores quia magnam provident accusamus accusantium quis commodi dolores incidunt doloribus aspernatur consequuntur libero.,Mobile
563,284,Library Management Portal,Corrupti dignissimos alias unde nisi veniam qui eveniet eius officia.,Web
564,284,Weather Prediction Model,Maxime voluptate officia enim ad sed ex.,Data Engineering
565,285,Weather Prediction Model,Dignissimos amet ullam voluptates reiciendis possimus dolore sit maxime delectus.,Cloud
566,285,Library Management Portal,Ab sit architecto deserunt odio consequuntur dignissimos at nihil rerum ut dolores aspernatur quam est quam.,Web
567,285,Weather Prediction Model,Incidunt non esse nemo voluptas dicta similique laboriosam veritatis facere.,AI/ML
568,286,E-commerce Recommender,Cumque ipsam magnam quasi quis reprehenderit recusandae accusantium fugit sequi quis ullam.,AI/ML
569,286,IoT Smart Campus,Modi mollitia cupiditate fugit esse eligendi natus laboriosam ex quaerat deserunt totam a similique quas fugiat.,Cloud
570,287,Campus Event App,Unde velit voluptas fuga laudantium odit nihil illum aliquam ullam harum natus deserunt.,Cloud
571,288,Library Management Portal,Vero quo quibusdam expedita quae odio fuga animi harum incidunt doloribus labore ullam.,Data Engineering
572,288,Library Management Portal,Occaecati perspiciatis possimus officia ea iste perspiciatis ducimus nobis veritatis sapiente accusamus.,Mobile
573,289,IoT Smart Campus,Officia totam id nesciunt tempore maxime deleniti in.,Data Engineering
574,289,Library Management Portal,Ducimus esse voluptas omnis fugit est illum soluta quas at odio quod exercitationem.,Cloud
575,290,Campus Event App,Eaque distinctio quibusdam praesentium ab cumque laudantium atque quo.,Mobile
576,291,Attendance Tracker,Minima omnis quasi cupiditate fugiat provident dicta delectus veniam iste repellendus delectus animi.,Data Engineering
577,291,Attendance Tracker,Repellat deleniti voluptatem sit ipsam totam autem odio aspernatur.,Web
578,291,Placement Analytics Dashboard,Fugiat eius exercitationem nesciunt labore perferendis aut aperiam.,AI/ML
579,292,Chatbot Assistant,Pariatur ratione aliquam distinctio recusandae fugiat maxime.,IoT
580,292,Weather Prediction Model,Ut labore excepturi inventore fuga tempora voluptatum repellendus velit pariatur fugiat.,Data Engineering
581,292,Weather Prediction Model,Voluptate sit rem a sit illo saepe unde.,Data Engineering
582,293,Weather Prediction Model,Nobis sit eius praesentium repellendus fuga nulla.,Mobile
583,293,E-commerce Recommender,Maiores optio a odit velit eum odio sit voluptas quasi perspiciatis doloremque laborum qui.,Data Engineering
584,293,Fraud Detection System,Expedita vel velit labore omnis praesentium aut harum.,IoT
585,294,Placement Analytics Dashboard,Deserunt corporis maxime nemo sequi magnam consectetur reiciendis error perferendis molestias soluta cumque ipsum blanditiis optio.,Data Engineering
586,295,Fraud Detection System,Doloribus cupiditate velit praesentium autem voluptatibus adipisci ut eveniet fugit.,Data Engineering
587,296,Weather Prediction Model,Dolore ducimus labore tempore commodi consequatur modi quas at porro sit.,Web
588,297,Chatbot Assistant,Quisquam nobis officia fugiat quaerat quasi fugit odit natus sequi repellat dolore blanditiis assumenda at.,IoT
589,297,Library Management Portal,Vel quia blanditiis facilis sequi veritatis nemo a aperiam modi sed voluptatem eum facilis perspiciatis recusandae.,Cloud
590,298,Chatbot Assistant,Optio nihil autem ab sequi et repellendus error dolor perspiciatis corporis eligendi quia sed repudiandae.,IoT
591,298,Placement Analytics Dashboard,Nisi est voluptatibus commodi voluptatum provident laboriosam.,IoT
592,298,Weather Prediction Model,Libero provident fugiat voluptatem ex repudiandae distinctio quasi repellat praesentium.,IoT
593,299,Attendance Tracker,Unde quod sequi quas error repellendus totam.,IoT
594,299,Library Management Portal,Voluptatibus molestias excepturi perspiciatis voluptatibus quidem hic minus eligendi.,Web
595,300,Placement Analytics Dashboard,Praesentium molestias atque eum recusandae sint amet vel esse omnis.,Mobile
596,301,Campus Event App,Consequuntur possimus enim corporis dolor quibusdam quasi ab quas nemo perspiciatis voluptates corporis veniam incidunt.,IoT
597,301,Fraud Detection System,Unde atque voluptate debitis amet voluptatem officiis nihil voluptas.,Mobile
598,301,Campus Event App,Quam doloribus blanditiis id esse nisi cupiditate quia quod voluptatibus perferendis at iure repellendus fugit odio.,Data Engineering
599,302,Fraud Detection System,Facilis blanditiis assumenda laudantium pariatur magni ad nemo nemo earum quia recusandae debitis.,Web
600,302,Campus Event App,Voluptatum praesentium error commodi eveniet quae similique modi illo praesentium hic repellendus quos minus.,Cloud
601,303,AI Resume Screener,Maxime nesciunt quae ratione commodi quidem vitae tempore.,AI/ML
602,304,Weather Prediction Model,Similique possimus a ipsum et aliquam nemo officiis assumenda.,IoT
603,304,Fraud Detection System,Sed alias voluptatem magni facilis molestias in veniam a error veniam.,Data Engineering
604,304,IoT Smart Campus,Temporibus eos modi consequuntur laudantium est tenetur voluptatum non magni porro optio aliquid alias consequuntur.,AI/ML
605,305,Campus Event App,Vero nobis dolor facere consectetur numquam asperiores ducimus fugit temporibus.,Data Engineering
606,306,E-commerce Recommender,Itaque velit perspiciatis velit corporis dignissimos occaecati earum odio officia quaerat natus officia.,Mobile
607,306,IoT Smart Campus,Non in corrupti voluptatibus inventore ad nobis aspernatur commodi beatae molestias architecto odit facilis ex.,Cloud
608,307,Fraud Detection System,Corporis reiciendis earum atque voluptatem dolore veritatis quos commodi minima soluta.,Data Engineering
609,307,Weather Prediction Model,Reprehenderit laudantium minus praesentium sint mollitia non tempore cupiditate veniam harum exercitationem qui voluptas minus nisi.,Mobile
610,307,AI Resume Screener,Labore consectetur ab maiores culpa commodi fugiat quasi amet quas voluptate provident dolorum.,IoT
611,308,Fraud Detection System,In itaque ipsa explicabo iusto enim veritatis maxime quaerat unde dolorem odio assumenda esse quo sapiente.,IoT
612,309,E-commerce Recommender,Asperiores dolores atque nemo assumenda enim ut repellat.,Web
613,309,Attendance Tracker,Vitae incidunt magni quasi laboriosam maiores voluptatum.,IoT
614,310,E-commerce Recommender,Praesentium illo nulla tenetur quia quae praesentium quibusdam doloribus qui veritatis reprehenderit sunt minus non.,Data Engineering
615,310,Campus Event App,Ipsum cumque ut quis temporibus cupiditate facilis consequatur explicabo amet libero cupiditate voluptas excepturi perspiciatis rerum.,AI/ML
616,310,Placement Analytics Dashboard,Enim laboriosam eaque a occaecati hic ullam ut vero.,Data Engineering
617,311,Weather Prediction Model,Repudiandae alias iure nulla laborum explicabo nulla eveniet explicabo a tempora delectus explicabo aut laudantium.,AI/ML
618,312,E-commerce Recommender,Minus tempore illum totam ab quo dolorum iusto.,Data Engineering
619,312,Weather Prediction Model,Error incidunt delectus repellat autem ipsa saepe cum explicabo inventore facere sit.,IoT
620,312,Campus Event App,Beatae eligendi consequatur in ex adipisci pariatur veniam vero voluptatem.,Web
621,313,Campus Event App,In mollitia reiciendis quaerat eveniet quisquam sunt magnam unde.,Web
622,313,Library Management Portal,Consectetur vero recusandae commodi exercitationem accusamus placeat amet rerum inventore nisi ab laboriosam.,Web
623,314,AI Resume Screener,Laborum quis dolorum corrupti maiores dolorum quisquam sint voluptatibus dolorum reprehenderit.,Cloud
624,315,Attendance Tracker,Labore quos aut quas nostrum deleniti sequi occaecati corrupti blanditiis.,Cloud
625,315,Attendance Tracker,Alias voluptatibus ut incidunt nulla at amet illum esse odio doloremque excepturi laboriosam.,Web
626,316,Campus Event App,Incidunt amet beatae facilis velit quae doloribus tempora delectus a optio eum eligendi eius non.,IoT
627,317,Weather Prediction Model,Delectus veniam facilis esse atque accusamus mollitia similique ex qui facere quod minus.,Mobile
628,318,Fraud Detection System,Dolores eius nesciunt assumenda autem occaecati nobis aliquam voluptas sunt repellendus deserunt.,IoT
629,318,Campus Event App,Unde asperiores molestias exercitationem quas voluptatibus dicta quam aliquam deleniti mollitia dolorum soluta sequi.,AI/ML
630,319,AI Resume Screener,Voluptate tempora ipsum quaerat tenetur architecto in ut magnam accusantium nobis possimus consectetur aliquid necessitatibus.,Mobile
631,320,E-commerce Recommender,Qui id placeat sit voluptas cumque quibusdam fugit quod id.,AI/ML
632,320,Chatbot Assistant,Dignissimos a nemo nihil ab ut maiores magnam quam ea sequi.,AI/ML
633,321,Attendance Tracker,Provident mollitia cupiditate aliquid dolores aliquam corporis sunt unde earum ratione.,Cloud
634,322,AI Resume Screener,Voluptatibus distinctio blanditiis officiis odio voluptas eveniet veniam sunt eaque.,Data Engineering
635,322,Placement Analytics Dashboard,Illum nostrum eveniet animi repellendus reprehenderit dolor vitae debitis.,AI/ML
636,323,Fraud Detection System,Modi voluptatem quod quos autem quia fugit.,AI/ML
637,323,AI Resume Screener,Sit odio mollitia repellendus dolore eaque neque repellat quidem culpa doloremque.,AI/ML
638,324,Placement Analytics Dashboard,Fuga temporibus atque delectus delectus similique deleniti laudantium quas officia accusantium cum debitis.,Cloud
639,325,IoT Smart Campus,Porro deleniti corporis incidunt iste officia illo quam consequatur quibusdam accusamus aut fugit.,Cloud
640,325,Library Management Portal,Repudiandae quis officia aliquam dolorum assumenda consequuntur occaecati.,Mobile
641,326,Fraud Detection System,Recusandae ab recusandae molestiae repellendus sequi assumenda.,Mobile
642,326,Chatbot Assistant,Laboriosam natus ipsam cum ex culpa animi porro occaecati.,Data Engineering
643,327,Chatbot Assistant,Accusantium aliquid molestias aut suscipit impedit a dolore dolorem.,IoT
644,327,Attendance Tracker,Corporis omnis dolorem soluta harum sunt reprehenderit beatae cumque beatae aut veritatis facere.,Mobile
645,328,Weather Prediction Model,Ex facere unde assumenda aliquam corrupti inventore ex delectus incidunt tempora porro numquam enim soluta earum.,IoT
646,328,Fraud Detection System,Optio ut repellat quae asperiores a ut corrupti omnis eum hic quam quos laboriosam.,Data Engineering
647,329,Chatbot Assistant,Beatae incidunt quas corporis eum consectetur quisquam explicabo.,Mobile
648,330,Library Management Portal,Incidunt possimus impedit recusandae ex reiciendis omnis doloribus in libero modi minus reprehenderit harum.,AI/ML
649,331,Campus Event App,Quaerat minima quod repellat dolor assumenda facere dicta sed facere labore consequatur beatae tenetur facere sed.,Data Engineering
650,331,Fraud Detection System,Eos corporis sequi voluptas totam doloribus repudiandae animi consequuntur.,AI/ML
651,331,IoT Smart Campus,Fugiat ad vitae fuga praesentium optio asperiores saepe sit.,AI/ML
652,332,Attendance Tracker,Corporis consequuntur doloribus accusamus rerum impedit quisquam.,IoT
653,332,Library Management Portal,Quia quibusdam praesentium error illum excepturi quos possimus enim culpa sunt adipisci quibusdam magnam.,Mobile
654,333,Library Management Portal,Id incidunt veniam iste quae ducimus nemo.,IoT
655,333,Weather Prediction Model,Quae incidunt culpa voluptate maxime voluptate commodi distinctio nulla dolor delectus.,Cloud
656,333,Attendance Tracker,Non aspernatur possimus labore officiis illo fugit amet fuga incidunt earum autem facilis quod excepturi.,IoT
657,334,Chatbot Assistant,Eligendi molestiae aperiam nisi quidem est mollitia odit adipisci eaque.,IoT
658,335,Chatbot Assistant,Natus natus ratione aliquid et velit ab explicabo eligendi id deserunt quibusdam quas voluptate praesentium.,IoT
659,336,Chatbot Assistant,Ex tempore magnam magnam quod ad recusandae labore.,IoT
660,337,Attendance Tracker,Enim corrupti iure suscipit at quaerat sunt.,Data Engineering
661,337,Library Management Portal,Quisquam cum vitae maiores quas officiis ut exercitationem quos.,Cloud
662,337,Fraud Detection System,Enim numquam velit aliquam quae placeat dolores voluptatum non vero necessitatibus voluptatibus.,Data Engineering
663,338,Weather Prediction Model,Rem consequuntur sit molestias voluptas quos assumenda atque.,Mobile
664,339,AI Resume Screener,Cumque eos architecto nemo explicabo architecto quae itaque voluptates voluptatem quis ipsam.,IoT
665,339,Weather Prediction Model,Velit voluptas laborum facilis enim illum nulla perspiciatis ipsam.,IoT
666,340,Attendance Tracker,Sapiente veritatis fugiat placeat magni ea soluta placeat nulla officia qui doloribus reprehenderit ab sequi.,Cloud
667,340,Campus Event App,Fugiat necessitatibus sequi dolore soluta pariatur expedita iusto modi repellendus autem.,IoT
668,341,IoT Smart Campus,Quasi totam ullam quisquam dicta eveniet et voluptatum laborum.,Cloud
669,341,Campus Event App,Beatae iste molestias veniam corporis distinctio necessitatibus voluptates quo aperiam repellat ratione voluptatem distinctio.,AI/ML
670,341,AI Resume Screener,Sint veritatis placeat earum odio assumenda architecto illo error quae.,Data Engineering
671,342,IoT Smart Campus,Minima pariatur ea rerum at temporibus exercitationem quidem cum expedita in labore porro.,IoT
672,342,Campus Event App,Vitae ipsa totam necessitatibus reprehenderit natus tempora dicta quam.,Data Engineering
673,343,Library Management Portal,Nulla eum voluptates vel quia qui et corrupti itaque corporis sint beatae voluptas illo maxime a.,AI/ML
674,343,IoT Smart Campus,Velit similique odio odit neque alias quia deleniti possimus quo nobis dolor distinctio deleniti.,IoT
675,344,Attendance Tracker,Veritatis fuga facilis error esse reprehenderit commodi libero voluptatum impedit explicabo repudiandae incidunt voluptate excepturi.,Web
676,345,AI Resume Screener,Itaque fuga mollitia cum ipsa eligendi optio perspiciatis odio.,IoT
677,346,Placement Analytics Dashboard,Vel temporibus aut assumenda saepe at accusamus ut aut quibusdam numquam molestias odio magnam rem pariatur.,Data Engineering
678,347,Weather Prediction Model,Distinctio quod mollitia beatae sequi veritatis expedita recusandae iure tenetur officia quos id.,Mobile
679,348,E-commerce Recommender,Quos magni eaque omnis esse temporibus tenetur perferendis a tenetur adipisci ad.,Web
680,348,Library Management Portal,Sapiente maxime qui et cupiditate nemo inventore nam hic nulla hic amet.,IoT
681,349,Campus Event App,Inventore vel hic quas illo et culpa doloremque quae commodi blanditiis neque hic quis totam.,AI/ML
682,349,Library Management Portal,Culpa eum at ad accusamus quo corrupti nulla molestiae voluptas nemo ad quasi voluptatem odio.,Cloud
683,349,Chatbot Assistant,Delectus officiis dolore deserunt saepe quas rem fugiat ea amet assumenda corporis.,AI/ML
684,350,Fraud Detection System,Odit neque aut itaque nisi autem eligendi.,Cloud
685,351,Chatbot Assistant,At laudantium facere saepe hic laudantium accusantium asperiores vero.,IoT
686,352,Weather Prediction Model,Distinctio in suscipit odio iste cum error temporibus.,IoT
687,352,IoT Smart Campus,Occaecati sequi blanditiis exercitationem expedita voluptatum nobis a maxime ducimus commodi non modi maxime quis.,IoT
688,353,Attendance Tracker,Sint beatae dolor eveniet dolor quas velit eaque laboriosam veritatis.,Web
689,353,AI Resume Screener,Provident officiis iusto repellat ipsa veniam ullam dolorum dicta sapiente quaerat vitae.,Mobile
690,354,AI Resume Screener,Nesciunt quisquam est recusandae veritatis laborum sunt incidunt.,AI/ML
691,354,Chatbot Assistant,Repellendus numquam non inventore necessitatibus fugiat odio aperiam cumque alias maiores.,AI/ML
692,355,Attendance Tracker,Illum nobis soluta veniam minus id beatae repellat inventore delectus doloribus dolor fuga corporis et ab.,Cloud
693,355,AI Resume Screener,Quaerat distinctio necessitatibus eum doloremque architecto eligendi.,IoT
694,355,Chatbot Assistant,Minima aut eius non sunt similique asperiores tempora in quidem.,Cloud
695,356,Weather Prediction Model,Repellendus dicta amet laudantium aliquid earum blanditiis iste nobis nihil dolores accusantium.,Mobile
696,357,Placement Analytics Dashboard,Officia sequi voluptates tenetur eligendi sapiente illo.,IoT
697,357,Placement Analytics Dashboard,Ullam aliquam officia architecto atque rem quam earum quidem id nam est nostrum hic possimus.,Mobile
698,357,IoT Smart Campus,Laudantium odit tenetur sapiente vel aut dolore repudiandae consequuntur voluptatibus similique quam dolorem at.,Cloud
699,358,Weather Prediction Model,Repellendus modi a porro amet sunt aliquam aliquid esse ea porro recusandae.,Data Engineering
700,359,Campus Event App,Earum cupiditate consequuntur itaque commodi similique quidem suscipit vitae impedit ipsum commodi.,Mobile
701,359,Fraud Detection System,Dolores labore laudantium eligendi quo laboriosam at quisquam quae explicabo saepe doloribus officia sequi possimus.,Cloud
702,360,AI Resume Screener,Voluptas animi accusamus dolor repellendus deleniti autem dignissimos.,Web
703,360,Placement Analytics Dashboard,Quis maiores et velit provident omnis sed autem consectetur totam harum iste nulla dicta id architecto.,Data Engineering
704,360,Library Management Portal,Cum esse sit officiis corporis soluta quia dolores tempora deleniti adipisci optio iste.,Cloud
705,361,E-commerce Recommender,Blanditiis mollitia explicabo distinctio id inventore ex ipsam fuga aliquid fugit.,Web
706,361,Library Management Portal,Deserunt deleniti debitis eius non maxime autem amet dolorum beatae beatae tempora nemo.,Web
707,362,Campus Event App,Aperiam aut dolorem nulla quaerat hic aut quasi sunt eaque.,Data Engineering
708,362,E-commerce Recommender,Cupiditate dignissimos odio provident enim a delectus tenetur numquam qui.,Cloud
709,362,Placement Analytics Dashboard,Cumque placeat cumque ex iste vitae pariatur incidunt accusantium voluptate.,Web
710,363,E-commerce Recommender,Cupiditate quis ab explicabo labore a sit labore.,Mobile
711,363,AI Resume Screener,Reprehenderit necessitatibus voluptatibus saepe minima cumque corporis.,Cloud
712,363,Fraud Detection System,Aut rem excepturi laudantium expedita molestias optio ducimus.,Mobile
713,364,Attendance Tracker,Accusamus explicabo quae tempora quo sequi temporibus nisi beatae placeat quas accusantium voluptatem sequi.,IoT
714,364,E-commerce Recommender,Facere adipisci neque possimus inventore dignissimos at ullam fugiat.,Data Engineering
715,365,Placement Analytics Dashboard,Vitae soluta perspiciatis tempore ipsum vero minima eaque.,Data Engineering
716,365,Campus Event App,Suscipit hic impedit voluptatibus est aliquam maxime exercitationem nostrum inventore iste voluptas.,Mobile
717,365,Attendance Tracker,Enim voluptas libero placeat iure corrupti vitae numquam optio esse enim reiciendis.,IoT
718,366,Placement Analytics Dashboard,Iste dolor repudiandae commodi laborum a explicabo.,Web
719,366,Library Management Portal,Amet consequuntur soluta quos magnam vero natus.,Web
720,366,Weather Prediction Model,Quae consequuntur quasi inventore ullam enim adipisci ut.,IoT
721,367,Campus Event App,Repellat odio in vitae atque ea error est natus perspiciatis.,IoT
722,367,IoT Smart Campus,Rem consequuntur quisquam dolorum impedit dicta esse error unde itaque delectus quos.,AI/ML
723,368,Weather Prediction Model,Atque minima possimus magnam placeat facere explicabo iure vero itaque totam ad quisquam.,Mobile
724,368,Library Management Portal,Quidem nostrum esse doloribus maiores consectetur molestiae natus.,IoT
725,369,Weather Prediction Model,Amet sapiente commodi pariatur iure quis maxime saepe assumenda earum voluptates.,Data Engineering
726,369,IoT Smart Campus,Ex atque enim laboriosam ex aperiam qui perferendis.,AI/ML
727,370,E-commerce Recommender,Praesentium maiores natus voluptas consequatur tempora odit.,Mobile
728,370,Attendance Tracker,Error est voluptatibus ab laborum porro beatae a nobis.,IoT
729,370,IoT Smart Campus,Maxime doloribus aut ad magni hic unde error laborum.,IoT
730,371,Campus Event App,Reprehenderit sapiente molestias reprehenderit placeat similique nulla inventore odio.,AI/ML
731,371,Fraud Detection System,Consequuntur quia dolores maiores praesentium dicta laboriosam enim aut.,Mobile
732,372,E-commerce Recommender,Laudantium pariatur hic possimus autem impedit incidunt adipisci itaque natus accusamus esse officia tempora nulla aliquam.,IoT
733,373,Campus Event App,Vitae iusto quam eius voluptatem facere sequi magnam expedita provident hic aperiam.,IoT
734,373,Campus Event App,Explicabo quaerat excepturi quaerat ratione eius quis esse hic.,Cloud
735,374,Library Management Portal,Fugiat iusto omnis nemo unde quod minima consectetur eum veritatis expedita nulla illo aliquid.,IoT
736,374,Campus Event App,Doloremque pariatur libero perspiciatis eum doloremque quo totam recusandae.,Mobile
737,375,Attendance Tracker,Tempore cupiditate tempora quidem in aperiam nostrum beatae.,Web
738,376,Placement Analytics Dashboard,Ipsam fugiat occaecati adipisci cupiditate autem ipsum consequatur.,IoT
739,376,Fraud Detection System,Nam deserunt laudantium perspiciatis dolorem quia inventore minus ratione assumenda ad vero atque alias consequuntur.,Mobile
740,376,Campus Event App,Facere illum molestias asperiores delectus quas tenetur.,AI/ML
741,377,Campus Event App,Libero rerum necessitatibus labore explicabo nulla nam consequuntur architecto incidunt fugiat architecto aspernatur quos error.,Data Engineering
742,377,AI Resume Screener,Libero amet molestiae ad reprehenderit enim repudiandae hic facere.,AI/ML
743,378,Campus Event App,Voluptas asperiores nemo sequi ut magnam id animi possimus.,Data Engineering
744,378,AI Resume Screener,Nesciunt vel voluptates officiis adipisci in dicta suscipit.,AI/ML
745,379,Chatbot Assistant,Consequuntur molestias quasi unde optio soluta doloremque asperiores.,IoT
746,379,Weather Prediction Model,Temporibus praesentium quisquam alias voluptatem veniam nisi nostrum aspernatur mollitia veniam earum aliquam alias magni.,Cloud
747,379,Weather Prediction Model,Inventore esse sed voluptas accusantium animi quo repellat modi similique placeat qui.,Web
