id,drive_id,student_id,match_score,skill_score,academic_score,project_score,readiness_score,matched_skills,missing_skills,explanation,skill_evidence,missing_skills_explanation,status
823,5,153,46.4,0.0,97.7,50.0,79.85,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 46.4: skills 0.0 (x0.4), academics 97.7 (x0.25), projects 50.0 (x0.2), readiness 79.85 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
824,5,157,46.87,33.33,89.3,0.0,74.77,"Java,JavaScript","AWS,C++,Git,Node.js","Weighted score 46.87: skills 33.33 (x0.4), academics 89.3 (x0.25), projects 0.0 (x0.2), readiness 74.77 (x0.15).",Java (proficiency 3/5); JavaScript (proficiency 4/5),"Missing: AWS, C++, Git, Node.js",Pending
825,5,159,55.85,10.0,86.0,100.0,69.0,Node.js,"AWS,C++,Git,Java,JavaScript","Weighted score 55.85: skills 10.0 (x0.4), academics 86.0 (x0.25), projects 100.0 (x0.2), readiness 69.0 (x0.15).",Node.js (proficiency 4/5),"Missing: AWS, C++, Git, Java, JavaScript",Pending
826,5,164,30.58,0.0,77.8,0.0,74.23,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 30.58: skills 0.0 (x0.4), academics 77.8 (x0.25), projects 0.0 (x0.2), readiness 74.23 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
827,5,165,41.93,23.33,86.0,0.0,74.0,JavaScript,"AWS,C++,Git,Java,Node.js","Weighted score 41.93: skills 23.33 (x0.4), academics 86.0 (x0.25), projects 0.0 (x0.2), readiness 74.0 (x0.15).",JavaScript (proficiency 5/5),"Missing: AWS, C++, Git, Java, Node.js",Pending
828,5,169,41.46,23.33,89.0,0.0,65.83,JavaScript,"AWS,C++,Git,Java,Node.js","Weighted score 41.46: skills 23.33 (x0.4), academics 89.0 (x0.25), projects 0.0 (x0.2), readiness 65.83 (x0.15).",JavaScript (proficiency 1/5),"Missing: AWS, C++, Git, Java, Node.js",Pending
829,5,171,27.88,0.0,76.2,0.0,58.85,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 27.88: skills 0.0 (x0.4), academics 76.2 (x0.25), projects 0.0 (x0.2), readiness 58.85 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
830,5,176,34.8,10.0,78.3,0.0,74.82,Git,"AWS,C++,Java,JavaScript,Node.js","Weighted score 34.8: skills 10.0 (x0.4), academics 78.3 (x0.25), projects 0.0 (x0.2), readiness 74.82 (x0.15).",Git (proficiency 5/5),"Missing: AWS, C++, Java, JavaScript, Node.js",Pending
831,5,178,32.51,0.0,86.4,0.0,72.7,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 32.51: skills 0.0 (x0.4), academics 86.4 (x0.25), projects 0.0 (x0.2), readiness 72.7 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
832,5,179,55.96,56.67,86.9,0.0,77.12,"C++,JavaScript,Node.js","AWS,Git,Java","Weighted score 55.96: skills 56.67 (x0.4), academics 86.9 (x0.25), projects 0.0 (x0.2), readiness 77.12 (x0.15).",C++ (proficiency 1/5); JavaScript (proficiency 2/5); Node.js (proficiency 5/5),"Missing: AWS, Git, Java",Pending
833,5,181,36.16,10.0,84.1,0.0,74.22,Git,"AWS,C++,Java,JavaScript,Node.js","Weighted score 36.16: skills 10.0 (x0.4), academics 84.1 (x0.25), projects 0.0 (x0.2), readiness 74.22 (x0.15).",Git (proficiency 5/5),"Missing: AWS, C++, Java, JavaScript, Node.js",Pending
834,5,185,59.38,56.67,73.8,33.33,77.28,"AWS,JavaScript,Node.js","C++,Git,Java","Weighted score 59.38: skills 56.67 (x0.4), academics 73.8 (x0.25), projects 33.33 (x0.2), readiness 77.28 (x0.15).",AWS (proficiency 4/5); JavaScript (proficiency 5/5); Node.js (proficiency 4/5),"Missing: C++, Git, Java",Pending
835,5,187,52.88,56.67,76.8,0.0,73.4,"AWS,JavaScript,Node.js","C++,Git,Java","Weighted score 52.88: skills 56.67 (x0.4), academics 76.8 (x0.25), projects 0.0 (x0.2), readiness 73.4 (x0.15).",AWS (proficiency 4/5); JavaScript (proficiency 5/5); Node.js (proficiency 3/5),"Missing: C++, Git, Java",Pending
836,5,190,36.43,10.0,82.7,0.0,78.35,Node.js,"AWS,C++,Git,Java,JavaScript","Weighted score 36.43: skills 10.0 (x0.4), academics 82.7 (x0.25), projects 0.0 (x0.2), readiness 78.35 (x0.15).",Node.js (proficiency 3/5),"Missing: AWS, C++, Git, Java, JavaScript",Pending
837,5,191,41.83,23.33,84.3,0.0,76.15,C++,"AWS,Git,Java,JavaScript,Node.js","Weighted score 41.83: skills 23.33 (x0.4), academics 84.3 (x0.25), projects 0.0 (x0.2), readiness 76.15 (x0.15).",C++ (proficiency 2/5),"Missing: AWS, Git, Java, JavaScript, Node.js",Pending
838,5,192,32.86,10.0,77.6,0.0,63.05,Java,"AWS,C++,Git,JavaScript,Node.js","Weighted score 32.86: skills 10.0 (x0.4), academics 77.6 (x0.25), projects 0.0 (x0.2), readiness 63.05 (x0.15).",Java (proficiency 1/5),"Missing: AWS, C++, Git, JavaScript, Node.js",Pending
839,5,198,50.84,20.0,95.9,33.33,81.32,"Git,Node.js","AWS,C++,Java,JavaScript","Weighted score 50.84: skills 20.0 (x0.4), academics 95.9 (x0.25), projects 33.33 (x0.2), readiness 81.32 (x0.15).",Git (proficiency 5/5); Node.js (proficiency 1/5),"Missing: AWS, C++, Java, JavaScript",Pending
840,5,199,42.16,23.33,86.7,0.0,74.35,C++,"AWS,Git,Java,JavaScript,Node.js","Weighted score 42.16: skills 23.33 (x0.4), academics 86.7 (x0.25), projects 0.0 (x0.2), readiness 74.35 (x0.15).",C++ (proficiency 5/5),"Missing: AWS, Git, Java, JavaScript, Node.js",Pending
841,5,205,45.65,10.0,85.5,50.0,68.5,Git,"AWS,C++,Java,JavaScript,Node.js","Weighted score 45.65: skills 10.0 (x0.4), academics 85.5 (x0.25), projects 50.0 (x0.2), readiness 68.5 (x0.15).",Git (proficiency 4/5),"Missing: AWS, C++, Java, JavaScript, Node.js",Pending
842,5,208,44.53,10.0,80.7,50.0,69.02,Node.js,"AWS,C++,Git,Java,JavaScript","Weighted score 44.53: skills 10.0 (x0.4), academics 80.7 (x0.25), projects 50.0 (x0.2), readiness 69.02 (x0.15).",Node.js (proficiency 3/5),"Missing: AWS, C++, Git, Java, JavaScript",Pending
843,5,209,47.56,33.33,92.4,0.0,74.2,"JavaScript,Node.js","AWS,C++,Git,Java","Weighted score 47.56: skills 33.33 (x0.4), academics 92.4 (x0.25), projects 0.0 (x0.2), readiness 74.2 (x0.15).",JavaScript (proficiency 2/5); Node.js (proficiency 3/5),"Missing: AWS, C++, Git, Java",Pending
844,5,211,35.63,0.0,95.7,0.0,78.05,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 35.63: skills 0.0 (x0.4), academics 95.7 (x0.25), projects 0.0 (x0.2), readiness 78.05 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
845,5,213,51.67,43.33,89.5,0.0,79.75,"AWS,Git,Node.js","C++,Java,JavaScript","Weighted score 51.67: skills 43.33 (x0.4), academics 89.5 (x0.25), projects 0.0 (x0.2), readiness 79.75 (x0.15).",AWS (proficiency 4/5); Git (proficiency 2/5); Node.js (proficiency 1/5),"Missing: C++, Java, JavaScript",Pending
846,5,214,40.62,23.33,83.2,0.0,69.93,AWS,"C++,Git,Java,JavaScript,Node.js","Weighted score 40.62: skills 23.33 (x0.4), academics 83.2 (x0.25), projects 0.0 (x0.2), readiness 69.93 (x0.15).",AWS (proficiency 2/5),"Missing: C++, Git, Java, JavaScript, Node.js",Pending
847,5,215,33.25,0.0,88.0,0.0,75.0,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 33.25: skills 0.0 (x0.4), academics 88.0 (x0.25), projects 0.0 (x0.2), readiness 75.0 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
848,5,217,34.98,0.0,92.1,0.0,79.68,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 34.98: skills 0.0 (x0.4), academics 92.1 (x0.25), projects 0.0 (x0.2), readiness 79.68 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
849,5,222,45.63,33.33,88.7,0.0,67.47,"AWS,Git","C++,Java,JavaScript,Node.js","Weighted score 45.63: skills 33.33 (x0.4), academics 88.7 (x0.25), projects 0.0 (x0.2), readiness 67.47 (x0.15).",AWS (proficiency 2/5); Git (proficiency 1/5),"Missing: C++, Java, JavaScript, Node.js",Pending
850,5,228,46.75,0.0,97.7,50.0,82.18,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 46.75: skills 0.0 (x0.4), academics 97.7 (x0.25), projects 50.0 (x0.2), readiness 82.18 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
851,5,232,56.95,33.33,85.9,50.0,80.95,"Git,JavaScript","AWS,C++,Java,Node.js","Weighted score 56.95: skills 33.33 (x0.4), academics 85.9 (x0.25), projects 50.0 (x0.2), readiness 80.95 (x0.15).",Git (proficiency 3/5); JavaScript (proficiency 4/5),"Missing: AWS, C++, Java, Node.js",Pending
852,5,234,64.63,33.33,83.9,100.0,68.82,"C++,Git","AWS,Java,JavaScript,Node.js","Weighted score 64.63: skills 33.33 (x0.4), academics 83.9 (x0.25), projects 100.0 (x0.2), readiness 68.82 (x0.15).",C++ (proficiency 4/5); Git (proficiency 3/5),"Missing: AWS, Java, JavaScript, Node.js",Approved
853,5,236,37.18,10.0,89.4,0.0,72.2,Node.js,"AWS,C++,Git,Java,JavaScript","Weighted score 37.18: skills 10.0 (x0.4), academics 89.4 (x0.25), projects 0.0 (x0.2), readiness 72.2 (x0.15).",Node.js (proficiency 2/5),"Missing: AWS, C++, Git, Java, JavaScript",Pending
854,5,239,54.45,0.0,94.0,100.0,73.0,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 54.45: skills 0.0 (x0.4), academics 94.0 (x0.25), projects 100.0 (x0.2), readiness 73.0 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
855,5,243,36.57,0.0,95.9,0.0,83.95,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 36.57: skills 0.0 (x0.4), academics 95.9 (x0.25), projects 0.0 (x0.2), readiness 83.95 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
856,5,247,45.68,33.33,87.0,0.0,70.67,"JavaScript,Node.js","AWS,C++,Git,Java","Weighted score 45.68: skills 33.33 (x0.4), academics 87.0 (x0.25), projects 0.0 (x0.2), readiness 70.67 (x0.15).",JavaScript (proficiency 3/5); Node.js (proficiency 3/5),"Missing: AWS, C++, Git, Java",Pending
857,5,248,28.5,0.0,77.7,0.0,60.48,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 28.5: skills 0.0 (x0.4), academics 77.7 (x0.25), projects 0.0 (x0.2), readiness 60.48 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
858,5,249,36.95,20.0,80.3,0.0,59.15,"Java,Node.js","AWS,C++,Git,JavaScript","Weighted score 36.95: skills 20.0 (x0.4), academics 80.3 (x0.25), projects 0.0 (x0.2), readiness 59.15 (x0.15).",Java (proficiency 2/5); Node.js (proficiency 4/5),"Missing: AWS, C++, Git, JavaScript",Pending
859,5,250,44.71,23.33,95.0,0.0,77.5,JavaScript,"AWS,C++,Git,Java,Node.js","Weighted score 44.71: skills 23.33 (x0.4), academics 95.0 (x0.25), projects 0.0 (x0.2), readiness 77.5 (x0.15).",JavaScript (proficiency 1/5),"Missing: AWS, C++, Git, Java, Node.js",Pending
860,5,254,49.44,20.0,80.0,50.0,76.25,"Git,Node.js","AWS,C++,Java,JavaScript","Weighted score 49.44: skills 20.0 (x0.4), academics 80.0 (x0.25), projects 50.0 (x0.2), readiness 76.25 (x0.15).",Git (proficiency 5/5); Node.js (proficiency 4/5),"Missing: AWS, C++, Java, JavaScript",Pending
861,5,257,40.49,0.0,81.0,33.33,90.5,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 40.49: skills 0.0 (x0.4), academics 81.0 (x0.25), projects 33.33 (x0.2), readiness 90.5 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
862,5,259,36.68,0.0,76.8,33.33,72.07,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 36.68: skills 0.0 (x0.4), academics 76.8 (x0.25), projects 33.33 (x0.2), readiness 72.07 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
863,5,260,33.19,0.0,83.9,0.0,81.45,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 33.19: skills 0.0 (x0.4), academics 83.9 (x0.25), projects 0.0 (x0.2), readiness 81.45 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
864,5,269,36.14,10.0,85.5,0.0,71.75,Git,"AWS,C++,Java,JavaScript,Node.js","Weighted score 36.14: skills 10.0 (x0.4), academics 85.5 (x0.25), projects 0.0 (x0.2), readiness 71.75 (x0.15).",Git (proficiency 2/5),"Missing: AWS, C++, Java, JavaScript, Node.js",Pending
865,5,271,37.87,10.0,93.5,0.0,69.95,Java,"AWS,C++,Git,JavaScript,Node.js","Weighted score 37.87: skills 10.0 (x0.4), academics 93.5 (x0.25), projects 0.0 (x0.2), readiness 69.95 (x0.15).",Java (proficiency 3/5),"Missing: AWS, C++, Git, JavaScript, Node.js",Pending
866,5,273,35.29,10.0,86.7,0.0,64.1,Git,"AWS,C++,Java,JavaScript,Node.js","Weighted score 35.29: skills 10.0 (x0.4), academics 86.7 (x0.25), projects 0.0 (x0.2), readiness 64.1 (x0.15).",Git (proficiency 1/5),"Missing: AWS, C++, Java, JavaScript, Node.js",Pending
867,5,274,37.96,10.0,93.8,0.0,70.1,Node.js,"AWS,C++,Git,Java,JavaScript","Weighted score 37.96: skills 10.0 (x0.4), academics 93.8 (x0.25), projects 0.0 (x0.2), readiness 70.1 (x0.15).",Node.js (proficiency 3/5),"Missing: AWS, C++, Git, Java, JavaScript",Pending
868,5,275,67.98,33.33,93.8,100.0,74.65,"Java,JavaScript","AWS,C++,Git,Node.js","Weighted score 67.98: skills 33.33 (x0.4), academics 93.8 (x0.25), projects 100.0 (x0.2), readiness 74.65 (x0.15).",Java (proficiency 1/5); JavaScript (proficiency 5/5),"Missing: AWS, C++, Git, Node.js",Approved
869,5,277,36.14,0.0,97.6,0.0,78.3,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 36.14: skills 0.0 (x0.4), academics 97.6 (x0.25), projects 0.0 (x0.2), readiness 78.3 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
870,5,278,34.42,0.0,93.0,0.0,74.5,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 34.42: skills 0.0 (x0.4), academics 93.0 (x0.25), projects 0.0 (x0.2), readiness 74.5 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
871,5,281,44.37,23.33,95.8,0.0,73.9,AWS,"C++,Git,Java,JavaScript,Node.js","Weighted score 44.37: skills 23.33 (x0.4), academics 95.8 (x0.25), projects 0.0 (x0.2), readiness 73.9 (x0.15).",AWS (proficiency 5/5),"Missing: C++, Git, Java, JavaScript, Node.js",Pending
872,5,283,32.24,0.0,89.2,0.0,66.27,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 32.24: skills 0.0 (x0.4), academics 89.2 (x0.25), projects 0.0 (x0.2), readiness 66.27 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
873,5,284,36.54,10.0,85.0,0.0,75.25,Git,"AWS,C++,Java,JavaScript,Node.js","Weighted score 36.54: skills 10.0 (x0.4), academics 85.0 (x0.25), projects 0.0 (x0.2), readiness 75.25 (x0.15).",Git (proficiency 3/5),"Missing: AWS, C++, Java, JavaScript, Node.js",Pending
874,5,285,42.9,10.0,80.4,33.33,80.87,Java,"AWS,C++,Git,JavaScript,Node.js","Weighted score 42.9: skills 10.0 (x0.4), academics 80.4 (x0.25), projects 33.33 (x0.2), readiness 80.87 (x0.15).",Java (proficiency 5/5),"Missing: AWS, C++, Git, JavaScript, Node.js",Pending
875,5,286,49.69,20.0,83.2,50.0,72.6,"Git,Java","AWS,C++,JavaScript,Node.js","Weighted score 49.69: skills 20.0 (x0.4), academics 83.2 (x0.25), projects 50.0 (x0.2), readiness 72.6 (x0.15).",Git (proficiency 1/5); Java (proficiency 5/5),"Missing: AWS, C++, JavaScript, Node.js",Pending
876,5,291,49.11,20.0,91.4,33.33,77.32,"Java,Node.js","AWS,C++,Git,JavaScript","Weighted score 49.11: skills 20.0 (x0.4), academics 91.4 (x0.25), projects 33.33 (x0.2), readiness 77.32 (x0.15).",Java (proficiency 1/5); Node.js (proficiency 2/5),"Missing: AWS, C++, Git, JavaScript",Pending
877,5,294,45.6,23.33,99.6,0.0,75.8,C++,"AWS,Git,Java,JavaScript,Node.js","Weighted score 45.6: skills 23.33 (x0.4), academics 99.6 (x0.25), projects 0.0 (x0.2), readiness 75.8 (x0.15).",C++ (proficiency 3/5),"Missing: AWS, Git, Java, JavaScript, Node.js",Pending
878,5,295,58.39,56.67,96.3,0.0,77.65,"AWS,Java,JavaScript","C++,Git,Node.js","Weighted score 58.39: skills 56.67 (x0.4), academics 96.3 (x0.25), projects 0.0 (x0.2), readiness 77.65 (x0.15).",AWS (proficiency 5/5); Java (proficiency 1/5); JavaScript (proficiency 5/5),"Missing: C++, Git, Node.js",Pending
879,5,296,51.69,43.33,90.5,0.0,78.25,"C++,Java,Node.js","AWS,Git,JavaScript","Weighted score 51.69: skills 43.33 (x0.4), academics 90.5 (x0.25), projects 0.0 (x0.2), readiness 78.25 (x0.15).",C++ (proficiency 2/5); Java (proficiency 3/5); Node.js (proficiency 5/5),"Missing: AWS, Git, JavaScript",Pending
880,5,297,63.11,76.67,85.5,0.0,73.75,"AWS,C++,Git,Java,Node.js",JavaScript,"Weighted score 63.11: skills 76.67 (x0.4), academics 85.5 (x0.25), projects 0.0 (x0.2), readiness 73.75 (x0.15).",AWS (proficiency 1/5); C++ (proficiency 5/5); Git (proficiency 3/5); Java (proficiency 4/5); Node.js (proficiency 3/5),Missing: JavaScript,Approved
881,5,298,32.92,0.0,82.1,0.0,82.65,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 32.92: skills 0.0 (x0.4), academics 82.1 (x0.25), projects 0.0 (x0.2), readiness 82.65 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
882,5,299,50.46,33.33,96.3,0.0,87.02,"C++,Java","AWS,Git,JavaScript,Node.js","Weighted score 50.46: skills 33.33 (x0.4), academics 96.3 (x0.25), projects 0.0 (x0.2), readiness 87.02 (x0.15).",C++ (proficiency 5/5); Java (proficiency 4/5),"Missing: AWS, Git, JavaScript, Node.js",Pending
883,5,301,45.68,33.33,84.0,0.0,75.67,"Git,JavaScript","AWS,C++,Java,Node.js","Weighted score 45.68: skills 33.33 (x0.4), academics 84.0 (x0.25), projects 0.0 (x0.2), readiness 75.67 (x0.15).",Git (proficiency 2/5); JavaScript (proficiency 5/5),"Missing: AWS, C++, Java, Node.js",Pending
884,5,307,33.79,0.0,89.5,0.0,76.08,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 33.79: skills 0.0 (x0.4), academics 89.5 (x0.25), projects 0.0 (x0.2), readiness 76.08 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
885,5,308,33.94,0.0,88.4,0.0,78.95,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 33.94: skills 0.0 (x0.4), academics 88.4 (x0.25), projects 0.0 (x0.2), readiness 78.95 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
886,5,310,43.31,10.0,84.9,33.33,76.12,Node.js,"AWS,C++,Git,Java,JavaScript","Weighted score 43.31: skills 10.0 (x0.4), academics 84.9 (x0.25), projects 33.33 (x0.2), readiness 76.12 (x0.15).",Node.js (proficiency 4/5),"Missing: AWS, C++, Git, Java, JavaScript",Pending
887,5,311,54.61,0.0,94.5,100.0,73.25,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 54.61: skills 0.0 (x0.4), academics 94.5 (x0.25), projects 100.0 (x0.2), readiness 73.25 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
888,5,312,40.43,23.33,80.7,0.0,72.85,JavaScript,"AWS,C++,Git,Java,Node.js","Weighted score 40.43: skills 23.33 (x0.4), academics 80.7 (x0.25), projects 0.0 (x0.2), readiness 72.85 (x0.15).",JavaScript (proficiency 3/5),"Missing: AWS, C++, Git, Java, Node.js",Pending
889,5,315,32.58,0.0,87.0,0.0,72.17,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 32.58: skills 0.0 (x0.4), academics 87.0 (x0.25), projects 0.0 (x0.2), readiness 72.17 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
890,5,320,67.6,43.33,80.2,100.0,68.1,"AWS,Git,Node.js","C++,Java,JavaScript","Weighted score 67.6: skills 43.33 (x0.4), academics 80.2 (x0.25), projects 100.0 (x0.2), readiness 68.1 (x0.15).",AWS (proficiency 1/5); Git (proficiency 4/5); Node.js (proficiency 4/5),"Missing: C++, Java, JavaScript",Approved
891,5,321,47.4,33.33,92.3,0.0,73.32,"AWS,Node.js","C++,Git,Java,JavaScript","Weighted score 47.4: skills 33.33 (x0.4), academics 92.3 (x0.25), projects 0.0 (x0.2), readiness 73.32 (x0.15).",AWS (proficiency 4/5); Node.js (proficiency 5/5),"Missing: C++, Git, Java, JavaScript",Pending
892,5,324,46.58,33.33,89.9,0.0,71.82,"Git,JavaScript","AWS,C++,Java,Node.js","Weighted score 46.58: skills 33.33 (x0.4), academics 89.9 (x0.25), projects 0.0 (x0.2), readiness 71.82 (x0.15).",Git (proficiency 5/5); JavaScript (proficiency 5/5),"Missing: AWS, C++, Java, Node.js",Pending
893,5,325,54.2,56.67,83.8,0.0,70.57,"C++,Java,JavaScript","AWS,Git,Node.js","Weighted score 54.2: skills 56.67 (x0.4), academics 83.8 (x0.25), projects 0.0 (x0.2), readiness 70.57 (x0.15).",C++ (proficiency 2/5); Java (proficiency 2/5); JavaScript (proficiency 1/5),"Missing: AWS, Git, Node.js",Pending
894,5,326,43.32,33.33,77.5,0.0,70.75,"Git,JavaScript","AWS,C++,Java,Node.js","Weighted score 43.32: skills 33.33 (x0.4), academics 77.5 (x0.25), projects 0.0 (x0.2), readiness 70.75 (x0.15).",Git (proficiency 4/5); JavaScript (proficiency 1/5),"Missing: AWS, C++, Java, Node.js",Pending
895,5,327,36.72,10.0,87.3,0.0,72.65,Java,"AWS,C++,Git,JavaScript,Node.js","Weighted score 36.72: skills 10.0 (x0.4), academics 87.3 (x0.25), projects 0.0 (x0.2), readiness 72.65 (x0.15).",Java (proficiency 1/5),"Missing: AWS, C++, Git, JavaScript, Node.js",Pending
896,5,328,31.72,0.0,80.7,0.0,76.95,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 31.72: skills 0.0 (x0.4), academics 80.7 (x0.25), projects 0.0 (x0.2), readiness 76.95 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
897,5,330,67.43,46.67,77.8,100.0,62.1,"C++,JavaScript","AWS,Git,Java,Node.js","Weighted score 67.43: skills 46.67 (x0.4), academics 77.8 (x0.25), projects 100.0 (x0.2), readiness 62.1 (x0.15).",C++ (proficiency 4/5); JavaScript (proficiency 2/5),"Missing: AWS, Git, Java, Node.js",Approved
898,5,331,61.67,23.33,99.1,66.67,94.88,JavaScript,"AWS,C++,Git,Java,Node.js","Weighted score 61.67: skills 23.33 (x0.4), academics 99.1 (x0.25), projects 66.67 (x0.2), readiness 94.88 (x0.15).",JavaScript (proficiency 5/5),"Missing: AWS, C++, Git, Java, Node.js",Approved
899,5,333,34.21,0.0,88.1,0.0,81.22,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 34.21: skills 0.0 (x0.4), academics 88.1 (x0.25), projects 0.0 (x0.2), readiness 81.22 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
900,5,334,52.73,46.67,91.6,0.0,74.42,"AWS,C++","Git,Java,JavaScript,Node.js","Weighted score 52.73: skills 46.67 (x0.4), academics 91.6 (x0.25), projects 0.0 (x0.2), readiness 74.42 (x0.15).",AWS (proficiency 4/5); C++ (proficiency 5/5),"Missing: Git, Java, JavaScript, Node.js",Pending
901,5,335,43.01,33.33,76.5,0.0,70.38,"C++,Java","AWS,Git,JavaScript,Node.js","Weighted score 43.01: skills 33.33 (x0.4), academics 76.5 (x0.25), projects 0.0 (x0.2), readiness 70.38 (x0.15).",C++ (proficiency 4/5); Java (proficiency 5/5),"Missing: AWS, Git, JavaScript, Node.js",Pending
902,5,336,62.52,66.67,97.5,0.0,76.5,"AWS,Java,JavaScript,Node.js","C++,Git","Weighted score 62.52: skills 66.67 (x0.4), academics 97.5 (x0.25), projects 0.0 (x0.2), readiness 76.5 (x0.15).",AWS (proficiency 1/5); Java (proficiency 5/5); JavaScript (proficiency 5/5); Node.js (proficiency 2/5),"Missing: C++, Git",Approved
903,5,337,45.44,23.33,94.9,0.0,82.58,C++,"AWS,Git,Java,JavaScript,Node.js","Weighted score 45.44: skills 23.33 (x0.4), academics 94.9 (x0.25), projects 0.0 (x0.2), readiness 82.58 (x0.15).",C++ (proficiency 3/5),"Missing: AWS, Git, Java, JavaScript, Node.js",Pending
904,5,338,33.7,0.0,91.7,0.0,71.85,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 33.7: skills 0.0 (x0.4), academics 91.7 (x0.25), projects 0.0 (x0.2), readiness 71.85 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
905,5,340,50.86,43.33,91.0,0.0,71.83,"Git,JavaScript,Node.js","AWS,C++,Java","Weighted score 50.86: skills 43.33 (x0.4), academics 91.0 (x0.25), projects 0.0 (x0.2), readiness 71.83 (x0.15).",Git (proficiency 1/5); JavaScript (proficiency 3/5); Node.js (proficiency 1/5),"Missing: AWS, C++, Java",Pending
906,5,341,48.7,10.0,98.0,33.33,90.25,Git,"AWS,C++,Java,JavaScript,Node.js","Weighted score 48.7: skills 10.0 (x0.4), academics 98.0 (x0.25), projects 33.33 (x0.2), readiness 90.25 (x0.15).",Git (proficiency 4/5),"Missing: AWS, C++, Java, JavaScript, Node.js",Pending
907,5,345,31.01,0.0,87.3,0.0,61.25,,"AWS,C++,Git,Java,JavaScript,Node.js","Weighted score 31.01: skills 0.0 (x0.4), academics 87.3 (x0.25), projects 0.0 (x0.2), readiness 61.25 (x0.15).",No overlapping skills on record,"Missing: AWS, C++, Git, Java, JavaScript, Node.js",Pending
